headline,summary,source,date,topic
Your next role could be directing campus construction at the University at Buffalo,"Following our previous look at an opening for an Architectural Project Manager at Bevyhouse, we are using this week’s edition of our Job Highlights series to explore an open role on Archinect Jobs for a Director of Residential Capital Planning, Design and Con…",Archinect,2025-04-09 11:00:00,3D-printed homes
Tech CEO reveals revolutionary 3D-printed homes built in 24 hours: 'The house will crumble before this one does',,Yahoo Entertainment,2025-04-11 10:30:20,3D-printed homes
"In Miami, this 3D-printed seawall will help protect the coastline","Morningside Park, a beloved neighborhood park in Miami with sweeping views of Biscayne Bay, will soon pilot an innovative approach to coastal resilience.



BIOCAP tiles, a 3D-printed modular system designed to support marine life and reduce wave impact along…",Fast Company,2025-04-18 14:27:01,3D-printed homes
ASIFA-Hollywood And Sotheby’s Announce Auction Of Rare Animation Art To Raise Money For L.A. Fire Victims,The online auction will be held later this month.,Cartoon Brew,2025-04-10 18:11:04,3D-printed homes
Researchers Testing Textured Seawall in Miami to Hold Back Rising Seas,"Morningside Park, a beloved neighborhood park in Miami with sweeping views of Biscayne Bay, will soon pilot an innovative approach to coastal resilience. BIOCAP tiles, a 3D-printed modular system designed to support marine life and reduce wave impact along ur…",Insurance Journal,2025-04-23 13:56:22,3D-printed homes
Miami researchers are testing a textured seawall designed to hold back water and create a home for marine organisms,"BIOCAP tiles reimagine seawalls as dynamic, ecologically active systems that have the potential to enhance coastal resilience.",The Conversation Africa,2025-04-16 12:37:57,3D-printed homes
Thursday headlines: World trade hallucination,"Tesla board members reportedly spent the last month looking for a new CEO to replace Elon Musk. / The Wall Street Journal [+]For its part, Tesla denies the story. / The GuardianPlunging trade means the port of Los Angeles will see shipping volume drop 35% nex…",Themorningnews.org,2025-05-01 14:53:00,3D-printed homes
"Azure Printed Homes Achieves 3 Year Milestones, Completing 3rd Round of Funding on April 30, 2025","Azure's Third Funding Round will end on April 30, 2025......",GlobeNewswire,2025-04-16 18:13:00,3D-printed homes
"ABC News Group Marks Earth Week With Special Coverage Across ABC News, ABC Owned Television Stations, ABC News Live, Disney+ and Hulu as Part of ourHOME Campaign","Throughout April, the campaign features new content releases, digital and experiential activations, and showcases global efforts to protect, restore, and celebrate the natural world.",Thefutoncritic.com,2025-04-18 14:18:00,3D-printed homes
3D Printing Market Size to Exceed USD 134.58 Billion by 2034,"The global 3D printing market size valued at USD 29.29 billion in 2025 and is projected to exceed USD 134.58 billion by 2034, driven by rising demand for rapid prototyping and on-demand manufacturing. The global 3D printing market size valued at USD 29.29 bil…",GlobeNewswire,2025-04-15 15:00:00,3D-printed homes
Anker’s new UV printer can create fake wood and paint textures on various materials,"Falling somewhere between a 3D printer and the inkjet you use to churn out color photos, Anker’s eufyMake brand has announced what it’s calling the “industry’s first 3D-texture UV Printer designed for personal use.” The UV Printer E1 is closer in size to a 3D…",The Verge,2025-04-16 15:55:47,3D-printed homes
World's first 3D-texture UV printer for consumers now available for pre-order — prints onto 'nearly any surface',Anker Innovations has just kicked off pre-orders for what is claimed to be the 'first 3D-texture UV Printer designed for personal use.',Tom's Hardware UK,2025-04-15 13:30:00,3D-printed homes
Starbucks Opens Its First 3D-Printed Store,"What can you build with a 3D printer? Starbucks just printed itself a new store — a drive-through location in the southern tip of Texas. 

Fast Company says it's a store that ""looks more like the future of construction than your average café.""

Built with lay…",Slashdot.org,2025-04-27 20:43:00,3D-printed homes
Product Review: Anna Griffin Scrapbook Kit,"Today I am thrilled to bring you a product review for Anna Griffin! We're going to be taking a look at some of the products from the Simply Paisley Scrapbooking Kit. This kit has so much pattern, color, depth and detail and it was so simple to put together st…",Craftgossip.com,2025-04-15 19:20:28,3D-printed homes
Leveraging microphysiological systems to expedite understanding of host–parasite interactions,"Microphysiological systems (MPS) replicate the dynamic interactions between cells, tissues, and fluids. They have emerged as transformative tools for biology and have been increasingly applied to host–parasite interactions. Offering a better representation of…",Plos.org,2025-04-24 14:00:00,3D-printed homes
Recent advances in gold nanoparticle-graphene hybrid nanoplatforms with visible to near-infrared response for photodynamic and photothermal therapy and bioimaging,"RSC Adv., 2025, 15,11902-11922DOI: 10.1039/D4RA09100K, Review Article Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Alexandru Holca, Vlad Cucuiet, Simion Astilean, Marc Lamy de la Chapelle, Monica FocsanG…",Royal Society of Chemistry,2025-04-14 23:00:00,Graphene-enhanced materials
Superconductivity Traverses a Single Molecule Bridge,"Author(s): Katherine WrightA single molecule provides a controllable connection between a normal metal and a superconductor.    [Physics 18, 79] Published Wed Apr 09, 2025",Aps.org,2025-04-09 10:00:00,Graphene-enhanced materials
"Graphene Market worth $2.94 billion by 2029, at a CAGR of 24.0%, says MarketsandMarkets™","Delray Beach, FL, April 22, 2025 (GLOBE NEWSWIRE) -- The Graphene Market is projected to grow from USD 1.00 billion in 2024 to USD 2.94 billion by 2029, at a CAGR of 24.0% during the forecast period, as per the recent study by MarketsandMarkets™. the global g…",GlobeNewswire,2025-04-22 08:00:00,Graphene-enhanced materials
"Graphene Supercapacitors Market Analysis 2025-2034: Key Players, Trends and Emerging Opportunities | Focus on Skeleton Technologies, EnyGy, Zoxcell, CIC energiGUNE & more","Dublin, April 17, 2025 (GLOBE NEWSWIRE) -- The ""Graphene based Supercapacitors Market - A Global and Regional Analysis: Focus on Products, Applications, and Country-Level Analysis - Analysis and Forecast, 2025-2034"" report has been added to ResearchAndMarkets…",GlobeNewswire,2025-04-17 08:08:00,Graphene-enhanced materials
HydroGraph’s Graphene Delivers Breakthrough in Polyurethane Coating Durability,"Revolutionizing abrasion resistance, UV stability, and corrosion protection Revolutionizing abrasion resistance, UV stability, and corrosion protection",GlobeNewswire,2025-04-09 11:30:00,Graphene-enhanced materials
Tech Futurist George Gilder Gives 2nd Buy Recommendation to 'Supermaterial' Startup Poised to Transform American Manufacturing,Investors Flock to Avadain as Synergies with U.S. Manufacturing Growth Become Clear Investors Flock to Avadain as Synergies with U.S. Manufacturing Growth Become Clear,GlobeNewswire,2025-04-08 11:31:00,Graphene-enhanced materials
Argo Living Soils Corp. Announces Research and Development Agreement with Graphene Leaders Canada Inc. to Advance Graphene Concrete Solutions,Argo Living Soils (CSE:ARGO)(OTCQB:ARLSF)(FSE: 94Y0) entered into a research and development (R&D) agreement with Graphene Leaders Canada (GLC)......,GlobeNewswire,2025-05-05 13:00:00,Graphene-enhanced materials
"Advanced Fire Protection Materials Market Report 2025-2035 | Intumescent, Aerogel, and Nano Solutions Drive Innovation","With increasing fire safety regulations and the rising need to safeguard high-value assets, this market is reshaping the fire protection landscape. Key materials like intumescent, cementitious solutions, mineral fibers, aerogels, nano-engineered, and sustaina…",GlobeNewswire,2025-04-23 08:58:00,Graphene-enhanced materials
"Advanced Millimeter-Wave Reflectors and Repeaters Market Forecast, 2024-2033: Telecom Giants Drive Growth in mmWave Reflectors and Repeaters with 5G Deployment","The advanced millimeter-wave (mmWave) reflectors and repeaters market is experiencing rapid growth driven by the deployment of high-frequency 5G networks, satellite communications, and defense radar systems requiring ultra-high bandwidth and low latency. Emer…",GlobeNewswire,2025-04-23 09:40:00,Graphene-enhanced materials
